,door_open,temperature,action,next_temperature
0,0.0,10.176405234596766,2.8252967677560754,7.464563705761236
1,0.0,7.464563705761236,2.337921582904806,5.183099947821
2,0.0,5.183099947821,1.8276798397580372,3.7065083446830167
3,0.0,3.7065083446830167,1.535687992211146,2.4708922852587603
4,0.0,2.4708922852587603,1.223662630675172,1.4135580098219993
5,0.0,1.4135580098219993,0.7774126203809919,0.9729272579886002
6,0.0,0.9729272579886002,0.8703689495570759,0.3205288765036922
7,0.0,0.3205288765036922,0.9673836967365842,-0.32306473335299185
8,0.0,-0.32306473335299185,0.7232033052896191,-0.7974792519771308
9,0.0,-0.7974792519771308,0.7135332176773459,-1.1637122101408892
10,0.0,-1.1637122101408892,0.4870272829142887,-1.4730871530288068
11,0.0,-1.4730871530288068,0.40441735121907324,-1.4757798817860175
12,0.0,-1.4757798817860175,0.5325930592259875,-1.5933735170282364
13,0.0,-1.5933735170282364,0.3417786404749852,-1.6005464875911077
14,0.0,-1.6005464875911077,0.3118274840695373,-1.5268647070926606
15,0.0,-1.5268647070926606,0.38119484921337154,-1.6344032339774683
16,0.0,-1.6344032339774683,0.3871640370504522,-1.6285132273373228
17,0.0,-1.6285132273373228,0.26127751983593095,-1.629711911568349
18,0.0,-1.629711911568349,0.4292521572659441,-1.580026901002788
19,0.0,-1.580026901002788,0.47422878391719736,-1.8481160799501302
20,0.0,-1.8481160799501302,0.32249181753353245,-1.8323362347310286
21,0.0,-1.8323362347310286,0.4300989970268403,-1.6796922642426253
22,0.0,-1.6796922642426253,0.6036504647545333,-2.0231086186975467
23,0.0,-2.0231086186975467,0.2383030141094364,-2.0157087461455663
24,0.0,-2.0157087461455663,0.4691027578091295,-2.0748756558287536
25,0.0,-2.0748756558287536,0.33607487090633137,-2.070354018628628
26,0.0,-2.070354018628628,0.37612813261874456,-2.1046554026054594
27,0.0,-2.1046554026054594,0.2020204196303348,-2.0830824471903764
28,0.0,-2.0830824471903764,0.527745629126854,-2.3179512441819963
29,0.0,-2.3179512441819963,0.47316564720625776,-2.350597415435507
30,0.0,-2.350597415435507,0.470887012222802,-2.5797325039698062
31,0.0,-2.5797325039698062,0.2954614362406468,-2.2849511839306573
32,0.0,-2.2849511839306573,0.1830696841554491,-2.114735340847976
33,0.0,-2.114735340847976,0.25759614585726825,-2.10839872783437
34,0.0,-2.10839872783437,0.5132466272810603,-2.3083894960772704
35,0.0,-2.3083894960772704,0.22088883471880832,-2.1620917178078334
36,0.0,-2.1620917178078334,0.3852249859330833,-2.092667456320712
37,0.0,-2.092667456320712,0.37106718000202216,-2.3041479005778105
38,0.0,-2.3041479005778105,0.33310959001089163,-1.9099357612447445
39,0.0,-1.9099357612447445,0.2767306252066353,-2.1983884685115984
40,0.0,-2.1983884685115984,0.26416384581620944,-1.989788826189248
41,0.0,-1.989788826189248,0.34219698231960716,-1.8673449454374644
42,0.0,-1.8673449454374644,0.26853786007616476,-1.9507359031245768
43,0.0,-1.9507359031245768,0.45479490006766077,-2.1337465143237226
44,0.0,-2.1337465143237226,0.4076869947754102,-1.9589183126594856
45,0.0,-1.9589183126594856,0.4770193167033331,-2.1044949629015424
46,0.0,-2.1044949629015424,0.36097377271399367,-2.1542909516828517
47,0.0,-2.1542909516828517,0.21571752548498324,-2.154019596513738
48,0.0,-2.154019596513738,0.2502411029222324,-2.0911992580613283
49,0.0,-2.0911992580613283,0.3942832934904531,-2.1347284731545395
50,0.0,-2.1347284731545395,0.3282708132951896,-2.206065392553092
51,0.0,-2.206065392553092,0.30485863966663207,-1.9118333396077356
52,0.0,-1.9118333396077356,0.3504786989562281,-1.9441834298693021
53,0.0,-1.9441834298693021,0.5774869089542086,-2.231835326883669
54,0.0,-2.231835326883669,0.2796950168656736,-2.072773614037068
55,0.0,-2.072773614037068,0.39945842980234564,-2.176519392067069
56,0.0,-2.176519392067069,0.24089303066601736,-1.9847335532500388
57,0.0,-1.9847335532500388,0.44407118015925146,-2.0819035701507516
58,0.0,-2.0819035701507516,0.28697737629625536,-2.45004027971494
59,0.0,-2.45004027971494,0.16439744400773426,-1.9640612910408406
60,0.0,-1.9640612910408406,0.4053358891691781,-1.994514800378828
61,0.0,-1.994514800378828,0.366747693720772,-2.056189641211584
62,0.0,-2.056189641211584,0.3149698987840825,-2.0014884858235193
63,0.0,-2.0014884858235193,0.29541615523362436,-2.031021462259548
64,0.0,-2.031021462259548,0.42191551771908975,-1.9729484868289047
65,0.0,-1.9729484868289047,0.29166660007899614,-1.9498822406554186
66,0.0,-1.9498822406554186,0.3302444639287435,-1.96747992625853
67,0.0,-1.96747992625853,0.27516758882787373,-1.8006295858172185
68,0.0,-1.8006295858172185,0.3322952858552497,-1.7699917750794352
69,0.0,-1.7699917750794352,0.32344190713775456,-1.9797710262172687
70,0.0,-1.9797710262172687,0.41508373266726684,-2.0309490122986644
71,0.0,-2.0309490122986644,0.15018221695561645,-1.6487825769857307
72,0.0,-1.6487825769857307,0.42908569330731994,-1.8370039823479978
73,0.0,-1.8370039823479978,0.5781904343554699,-2.0837666646255455
74,0.0,-2.0837666646255455,0.2941513295561308,-1.8758745979051634
75,0.0,-1.8758745979051634,0.3637710146957201,-2.052795700539877
76,0.0,-2.052795700539877,0.49307856531660443,-2.020710927162463
77,0.0,-2.020710927162463,0.41483963102098625,-2.253944771912076
78,0.0,-2.253944771912076,0.251108333771506,-2.0366938255216156
79,0.0,-2.0366938255216156,0.32906626482784485,-2.0642439162303376
80,0.0,-2.0642439162303376,0.39544658472926186,-2.225391175771172
81,0.0,-2.225391175771172,0.2931053603329086,-1.9982772079439932
82,0.0,-1.9982772079439932,0.30427257967234606,-1.9844923178292126
